reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
f5830de6-6256-449c-9e29-d65f275f3d41,El Kun,https://play-lh.googleusercontent.com/a-/ALV-UjUxGnmkOPwimxneIuPZtEzYFfAYnycIKAWanGXM8PEb9iPdbFDj,ok lah,5,0,1.59.20,2025-01-20 08:56:57,"Hai, Kak El Kun. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi X @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam). 😊",2025-01-20 09:09:01,1.59.20
45268cb7-355d-4573-9b8a-1cf5a1ea23d5,Muhamad Ajwad Mirwad,https://play-lh.googleusercontent.com/a-/ALV-UjWU7ZWVyrrl6bCVxg2LPNrVRrA8_eK9QxHVuiceJ0oIiaX8At3MYg,mantap pisan,5,0,1.59.20,2025-01-20 07:04:34,"Hai, Kak Muhamad. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi X @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam). 😊",2025-01-20 07:19:26,1.59.20
25079e2e-43bd-453f-bfff-93f1f4374b1e,alin cantik Kudus,https://play-lh.googleusercontent.com/a/ACg8ocL-cYKXAipvIyLr4yyQQVc8PiXiMwr9Qp4jJHN9nxGC2YIX7g=mo,sangat memuaskan,5,0,,2025-01-20 04:34:40,"Hai, Kak Alin. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi X @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam). 😊",2025-01-20 04:46:32,
e0ecfaa2-7360-4c62-bdaa-1987d7e47d14,Muhamad Aditiya,https://play-lh.googleusercontent.com/a-/ALV-UjW4DjHhjGVB7slRIWVgL6xDL5bgy4SHY4YeYuDoVEXMxcaui8hu,"Transfer BCA ke Blu pake biaya admin, jd males top up😪",1,0,1.59.20,2025-01-20 03:07:15,"Hai, Kak Muhamad. Maaf atas ketidaknyamanannya. Terkait adanya biaya transfer BI-FAST dari BCA ke blu adalah kententuan dari BCA. Namun tenang saja Kakak masih bebas biaya transfer BI-FAST dari blu ke BCA ya. blu by BCA Digital adalah anak perusahaan dari Bank BCA, tetapi sudah berbeda bank. Masing-masing mempunyai kebijakan yang berbeda Kak.",2025-01-20 03:33:46,1.59.20
a27f03ba-4889-4461-a090-a1f53cac85b4,rudi santoso,https://play-lh.googleusercontent.com/a-/ALV-UjX1zZBHoEW1yiO9Ti934AaLL_kJNCgMX7wmdzTpB2AxAXjjeL5AFg,Mudah prosesnya tpi gak acc,4,0,1.59.20,2025-01-20 02:22:32,"Hai, Kak Rudi Santoso. Terima kasih atas ulasannya. Mohon Kakak bantu infokan lebih detail terkait tidak disetujui untuk apa atau kirimkan tampilan gambar kendalanya melalui DM X @haloblu agar kami bantu infokan lebih lanjut sesuai dengan kebutuhan Kakak ya.",2025-01-20 02:36:21,1.59.20
3f23f897-6b22-4f13-b2b2-68d54099f3c4,Prazt kurniawan,https://play-lh.googleusercontent.com/a/ACg8ocJR4I7v1qQz1Nl7TT2m-w_94ZPbzC0LXuzqKAZ8q0lphY0e5A=mo,Sayangnya Transfer dari bca kena biaya admin sekarang,2,0,1.59.20,2025-01-20 01:45:09,"Hai, Kak Prazt Kurniawan. Maaf atas ketidaknyamanannya. Terkait adanya biaya transfer BI-FAST dari BCA ke blu adalah kententuan dari BCA. Namun tenang saja Kakak masih bebas biaya transfer BI-FAST dari blu ke BCA. blu by BCA Digital adalah anak perusahaan dari Bank BCA, tetapi sudah berbeda bank. Masing-masing mempunyai kebijakan yang berbeda Kak.",2025-01-20 01:53:55,1.59.20
60eef744-197a-4c3e-9fb0-1434ef2435fb,Kotaro,https://play-lh.googleusercontent.com/a-/ALV-UjUikqZCt1WeDm1UVqn0GVKZF7viMgLrIceMdWVKdSiXsmovwtuu,"Sekrang tranfer dr BCA ke blue sesama BCA kena admind..malas pakai ini lg,masih satu atap kena admind,kecuali bank lain masih ok",1,0,1.59.20,2025-01-20 00:55:30,"Hai, Kakak. Maaf atas ketidaknyamanannya. Terkait adanya biaya transfer BI-FAST dari BCA ke blu adalah kententuan dari BCA. Namun tenang saja Kakak masih bebas biaya transfer BI-FAST dari blu ke BCA ya. blu by BCA Digital adalah anak perusahaan dari Bank BCA, tetapi sudah berbeda bank. Masing-masing mempunyai kebijakan yang berbeda Kak.",2025-01-20 01:14:26,1.59.20
089b0e3f-7acc-41ca-9096-9afe866c24a5,Harizon Hariz,https://play-lh.googleusercontent.com/a/ACg8ocLgwSHNlJ7NZZrpt-Qop88KnSTNu-9nxRLzIfAP36FNuiLa1A=mo,Lemot,3,0,1.59.20,2025-01-19 23:41:02,"Hai, Kak Hariz. Maaf atas ketidaknyamanannya. Kami akan selalu terus memperbaiki sistem demi mencapai kepuasan para pengguna aplikasi blu. Terkait kendala tersebut pastikan Kakak menggunakan aplikasi blu versi terbaru, jaringan internet lancar dan stabil serta pastikan setting waktu di handphone Kakak sudah otomatis.",2025-01-19 23:58:05,1.59.20
d7700da2-04c0-4809-b2a7-cc4aa9b97b95,Jamal Khan,https://play-lh.googleusercontent.com/a-/ALV-UjVFO8IvPFHEhWrDhjSXPsuQUce2WPSfVi8IMWMOehkrLXl0V___,sangat² membantu😊,5,0,1.59.20,2025-01-19 17:53:52,"Hai, Kak Jamal. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi X @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam). 😊",2025-01-19 18:45:37,1.59.20
d30aea07-721b-4d46-9c2a-dfd8b7d279c9,Arrina Miko,https://play-lh.googleusercontent.com/a-/ALV-UjUsnlN0weWHVUKlz7oVhoc380wBFRAgLiR2j6uJqmBHEUJhjNUtVw,"Blu ini udah bagus, dari segi administrasinya udah lebih baik terutama pada saat proses pendaftaran atau membuka rekening. Tapi kurang 1 bintang, sebagai developer mobile penggunaan aplikasi ini terbilang cukup berat kenapa? Karena terlalu banyak memakan resource memory untuk rendering tampilan atau istilahnya banyak animasi, untuk design appsnya sangat baik dan memukau untuk dilihat, kedepannya diharapkan bisa lebih baik lagi",4,0,1.59.20,2025-01-19 15:18:41,"Hai, Kak Arrina. Terima kasih atas ulasan dan saran yang diberikan. Kami akan selalu terus memperbaiki sistem demi mencapai kepuasan para pengguna aplikasi blu. Terkait kendala tersebut pastikan Kakak menggunakan aplikasi blu versi terbaru, jaringan internet lancar dan stabil serta pastikan setting waktu di handphone Kakak sudah otomatis.",2025-01-19 15:37:10,1.59.20
